,Comunidades Autónomas y Provincias,Viajeros y pernoctaciones,Residencia,Periodo,Value
0,Total Nacional,Viajero,Total ,2021M05,3404118.0
1,Total Nacional,Viajero,Total ,2021M04,1955719.0
2,Total Nacional,Viajero,Total ,2021M03,1770722.0
3,Total Nacional,Viajero,Residentes en España,2021M05,2580060.0
4,Total Nacional,Viajero,Residentes en España,2021M04,1559023.0
5,Total Nacional,Viajero,Residentes en España,2021M03,1456708.0
6,Total Nacional,Viajero,Residentes en el Extranjero,2021M05,824057.0
7,Total Nacional,Viajero,Residentes en el Extranjero,2021M04,396696.0
8,Total Nacional,Viajero,Residentes en el Extranjero,2021M03,314013.0
9,Total Nacional,Pernoctaciones,Total ,2021M05,7342738.0
10,Total Nacional,Pernoctaciones,Total ,2021M04,4142415.0
11,Total Nacional,Pernoctaciones,Total ,2021M03,3588559.0
12,Total Nacional,Pernoctaciones,Residentes en España,2021M05,4695099.0
13,Total Nacional,Pernoctaciones,Residentes en España,2021M04,2841406.0
14,Total Nacional,Pernoctaciones,Residentes en España,2021M03,2591447.0
15,Total Nacional,Pernoctaciones,Residentes en el Extranjero,2021M05,2647639.0
16,Total Nacional,Pernoctaciones,Residentes en el Extranjero,2021M04,1301009.0
17,Total Nacional,Pernoctaciones,Residentes en el Extranjero,2021M03,997112.0
18,Andalucía,Viajero,Total ,2021M05,670345.0
19,Andalucía,Viajero,Total ,2021M04,304931.0
20,Andalucía,Viajero,Total ,2021M03,279657.0
21,Andalucía,Viajero,Residentes en España,2021M05,541892.0
22,Andalucía,Viajero,Residentes en España,2021M04,247281.0
23,Andalucía,Viajero,Residentes en España,2021M03,236836.0
24,Andalucía,Viajero,Residentes en el Extranjero,2021M05,128453.0
25,Andalucía,Viajero,Residentes en el Extranjero,2021M04,57651.0
26,Andalucía,Viajero,Residentes en el Extranjero,2021M03,42820.0
27,Andalucía,Pernoctaciones,Total ,2021M05,1302485.0
28,Andalucía,Pernoctaciones,Total ,2021M04,549272.0
29,Andalucía,Pernoctaciones,Total ,2021M03,496722.0
30,Andalucía,Pernoctaciones,Residentes en España,2021M05,976365.0
31,Andalucía,Pernoctaciones,Residentes en España,2021M04,400319.0
32,Andalucía,Pernoctaciones,Residentes en España,2021M03,384117.0
33,Andalucía,Pernoctaciones,Residentes en el Extranjero,2021M05,326120.0
34,Andalucía,Pernoctaciones,Residentes en el Extranjero,2021M04,148954.0
35,Andalucía,Pernoctaciones,Residentes en el Extranjero,2021M03,112605.0
36,Almería,Viajero,Total ,2021M05,43071.0
37,Almería,Viajero,Total ,2021M04,19595.0
38,Almería,Viajero,Total ,2021M03,17400.0
39,Almería,Viajero,Residentes en España,2021M05,37240.0
40,Almería,Viajero,Residentes en España,2021M04,16155.0
41,Almería,Viajero,Residentes en España,2021M03,14623.0
42,Almería,Viajero,Residentes en el Extranjero,2021M05,5832.0
43,Almería,Viajero,Residentes en el Extranjero,2021M04,3440.0
44,Almería,Viajero,Residentes en el Extranjero,2021M03,2777.0
45,Almería,Pernoctaciones,Total ,2021M05,78609.0
46,Almería,Pernoctaciones,Total ,2021M04,35496.0
47,Almería,Pernoctaciones,Total ,2021M03,30503.0
48,Almería,Pernoctaciones,Residentes en España,2021M05,65848.0
49,Almería,Pernoctaciones,Residentes en España,2021M04,27545.0
50,Almería,Pernoctaciones,Residentes en España,2021M03,24548.0
51,Almería,Pernoctaciones,Residentes en el Extranjero,2021M05,12761.0
52,Almería,Pernoctaciones,Residentes en el Extranjero,2021M04,7952.0
53,Almería,Pernoctaciones,Residentes en el Extranjero,2021M03,5955.0
54,Cádiz,Viajero,Total ,2021M05,146286.0
55,Cádiz,Viajero,Total ,2021M04,47099.0
56,Cádiz,Viajero,Total ,2021M03,40397.0
57,Cádiz,Viajero,Residentes en España,2021M05,126245.0
58,Cádiz,Viajero,Residentes en España,2021M04,37357.0
59,Cádiz,Viajero,Residentes en España,2021M03,33194.0
60,Cádiz,Viajero,Residentes en el Extranjero,2021M05,20041.0
61,Cádiz,Viajero,Residentes en el Extranjero,2021M04,9743.0
62,Cádiz,Viajero,Residentes en el Extranjero,2021M03,7203.0
63,Cádiz,Pernoctaciones,Total ,2021M05,295787.0
64,Cádiz,Pernoctaciones,Total ,2021M04,93953.0
65,Cádiz,Pernoctaciones,Total ,2021M03,82547.0
66,Cádiz,Pernoctaciones,Residentes en España,2021M05,241353.0
67,Cádiz,Pernoctaciones,Residentes en España,2021M04,63689.0
68,Cádiz,Pernoctaciones,Residentes en España,2021M03,55904.0
69,Cádiz,Pernoctaciones,Residentes en el Extranjero,2021M05,54434.0
70,Cádiz,Pernoctaciones,Residentes en el Extranjero,2021M04,30264.0
71,Cádiz,Pernoctaciones,Residentes en el Extranjero,2021M03,26643.0
72,Córdoba,Viajero,Total ,2021M05,50016.0
73,Córdoba,Viajero,Total ,2021M04,20256.0
74,Córdoba,Viajero,Total ,2021M03,19013.0
75,Córdoba,Viajero,Residentes en España,2021M05,42282.0
76,Córdoba,Viajero,Residentes en España,2021M04,18233.0
77,Córdoba,Viajero,Residentes en España,2021M03,17088.0
78,Córdoba,Viajero,Residentes en el Extranjero,2021M05,7734.0
79,Córdoba,Viajero,Residentes en el Extranjero,2021M04,2023.0
80,Córdoba,Viajero,Residentes en el Extranjero,2021M03,1925.0
81,Córdoba,Pernoctaciones,Total ,2021M05,83647.0
82,Córdoba,Pernoctaciones,Total ,2021M04,35158.0
83,Córdoba,Pernoctaciones,Total ,2021M03,31212.0
84,Córdoba,Pernoctaciones,Residentes en España,2021M05,70083.0
85,Córdoba,Pernoctaciones,Residentes en España,2021M04,31856.0
86,Córdoba,Pernoctaciones,Residentes en España,2021M03,27703.0
87,Córdoba,Pernoctaciones,Residentes en el Extranjero,2021M05,13564.0
88,Córdoba,Pernoctaciones,Residentes en el Extranjero,2021M04,3302.0
89,Córdoba,Pernoctaciones,Residentes en el Extranjero,2021M03,3509.0
90,Granada,Viajero,Total ,2021M05,70865.0
91,Granada,Viajero,Total ,2021M04,38570.0
92,Granada,Viajero,Total ,2021M03,40966.0
93,Granada,Viajero,Residentes en España,2021M05,59341.0
94,Granada,Viajero,Residentes en España,2021M04,32676.0
95,Granada,Viajero,Residentes en España,2021M03,34944.0
96,Granada,Viajero,Residentes en el Extranjero,2021M05,11524.0
97,Granada,Viajero,Residentes en el Extranjero,2021M04,5895.0
98,Granada,Viajero,Residentes en el Extranjero,2021M03,6022.0
99,Granada,Pernoctaciones,Total ,2021M05,120811.0
100,Granada,Pernoctaciones,Total ,2021M04,68649.0
101,Granada,Pernoctaciones,Total ,2021M03,73659.0
102,Granada,Pernoctaciones,Residentes en España,2021M05,96591.0
103,Granada,Pernoctaciones,Residentes en España,2021M04,54146.0
104,Granada,Pernoctaciones,Residentes en España,2021M03,58774.0
105,Granada,Pernoctaciones,Residentes en el Extranjero,2021M05,24220.0
106,Granada,Pernoctaciones,Residentes en el Extranjero,2021M04,14503.0
107,Granada,Pernoctaciones,Residentes en el Extranjero,2021M03,14885.0
108,Huelva,Viajero,Total ,2021M05,36432.0
109,Huelva,Viajero,Total ,2021M04,9204.0
110,Huelva,Viajero,Total ,2021M03,10736.0
111,Huelva,Viajero,Residentes en España,2021M05,33599.0
112,Huelva,Viajero,Residentes en España,2021M04,8088.0
113,Huelva,Viajero,Residentes en España,2021M03,9481.0
114,Huelva,Viajero,Residentes en el Extranjero,2021M05,2834.0
115,Huelva,Viajero,Residentes en el Extranjero,2021M04,1116.0
116,Huelva,Viajero,Residentes en el Extranjero,2021M03,1255.0
117,Huelva,Pernoctaciones,Total ,2021M05,82627.0
118,Huelva,Pernoctaciones,Total ,2021M04,17259.0
119,Huelva,Pernoctaciones,Total ,2021M03,19040.0
120,Huelva,Pernoctaciones,Residentes en España,2021M05,75991.0
121,Huelva,Pernoctaciones,Residentes en España,2021M04,14302.0
122,Huelva,Pernoctaciones,Residentes en España,2021M03,16356.0
123,Huelva,Pernoctaciones,Residentes en el Extranjero,2021M05,6635.0
124,Huelva,Pernoctaciones,Residentes en el Extranjero,2021M04,2957.0
125,Huelva,Pernoctaciones,Residentes en el Extranjero,2021M03,2684.0
126,Jaén,Viajero,Total ,2021M05,27497.0
127,Jaén,Viajero,Total ,2021M04,14909.0
128,Jaén,Viajero,Total ,2021M03,13913.0
129,Jaén,Viajero,Residentes en España,2021M05,25337.0
130,Jaén,Viajero,Residentes en España,2021M04,14285.0
131,Jaén,Viajero,Residentes en España,2021M03,13241.0
132,Jaén,Viajero,Residentes en el Extranjero,2021M05,2159.0
133,Jaén,Viajero,Residentes en el Extranjero,2021M04,624.0
134,Jaén,Viajero,Residentes en el Extranjero,2021M03,672.0
135,Jaén,Pernoctaciones,Total ,2021M05,47633.0
136,Jaén,Pernoctaciones,Total ,2021M04,23026.0
137,Jaén,Pernoctaciones,Total ,2021M03,23438.0
138,Jaén,Pernoctaciones,Residentes en España,2021M05,44153.0
139,Jaén,Pernoctaciones,Residentes en España,2021M04,21998.0
140,Jaén,Pernoctaciones,Residentes en España,2021M03,22292.0
141,Jaén,Pernoctaciones,Residentes en el Extranjero,2021M05,3479.0
142,Jaén,Pernoctaciones,Residentes en el Extranjero,2021M04,1028.0
143,Jaén,Pernoctaciones,Residentes en el Extranjero,2021M03,1147.0
144,Málaga,Viajero,Total ,2021M05,178362.0
145,Málaga,Viajero,Total ,2021M04,79611.0
146,Málaga,Viajero,Total ,2021M03,71264.0
147,Málaga,Viajero,Residentes en España,2021M05,124090.0
148,Málaga,Viajero,Residentes en España,2021M04,54893.0
149,Málaga,Viajero,Residentes en España,2021M03,54084.0
150,Málaga,Viajero,Residentes en el Extranjero,2021M05,54272.0
151,Málaga,Viajero,Residentes en el Extranjero,2021M04,24718.0
152,Málaga,Viajero,Residentes en el Extranjero,2021M03,17179.0
153,Málaga,Pernoctaciones,Total ,2021M05,391705.0
154,Málaga,Pernoctaciones,Total ,2021M04,158590.0
155,Málaga,Pernoctaciones,Total ,2021M03,132489.0
156,Málaga,Pernoctaciones,Residentes en España,2021M05,231529.0
157,Málaga,Pernoctaciones,Residentes en España,2021M04,90072.0
158,Málaga,Pernoctaciones,Residentes en España,2021M03,87826.0
159,Málaga,Pernoctaciones,Residentes en el Extranjero,2021M05,160176.0
160,Málaga,Pernoctaciones,Residentes en el Extranjero,2021M04,68518.0
161,Málaga,Pernoctaciones,Residentes en el Extranjero,2021M03,44664.0
162,Sevilla,Viajero,Total ,2021M05,117815.0
163,Sevilla,Viajero,Total ,2021M04,75686.0
164,Sevilla,Viajero,Total ,2021M03,65969.0
165,Sevilla,Viajero,Residentes en España,2021M05,93758.0
166,Sevilla,Viajero,Residentes en España,2021M04,65594.0
167,Sevilla,Viajero,Residentes en España,2021M03,60181.0
168,Sevilla,Viajero,Residentes en el Extranjero,2021M05,24057.0
169,Sevilla,Viajero,Residentes en el Extranjero,2021M04,10092.0
170,Sevilla,Viajero,Residentes en el Extranjero,2021M03,5788.0
171,Sevilla,Pernoctaciones,Total ,2021M05,201668.0
172,Sevilla,Pernoctaciones,Total ,2021M04,117141.0
173,Sevilla,Pernoctaciones,Total ,2021M03,103832.0
174,Sevilla,Pernoctaciones,Residentes en España,2021M05,150816.0
175,Sevilla,Pernoctaciones,Residentes en España,2021M04,96712.0
176,Sevilla,Pernoctaciones,Residentes en España,2021M03,90713.0
177,Sevilla,Pernoctaciones,Residentes en el Extranjero,2021M05,50852.0
178,Sevilla,Pernoctaciones,Residentes en el Extranjero,2021M04,20429.0
179,Sevilla,Pernoctaciones,Residentes en el Extranjero,2021M03,13119.0
180,Aragón,Viajero,Total ,2021M05,104113.0
181,Aragón,Viajero,Total ,2021M04,73741.0
182,Aragón,Viajero,Total ,2021M03,64245.0
183,Aragón,Viajero,Residentes en España,2021M05,91523.0
184,Aragón,Viajero,Residentes en España,2021M04,67711.0
185,Aragón,Viajero,Residentes en España,2021M03,58055.0
186,Aragón,Viajero,Residentes en el Extranjero,2021M05,12590.0
187,Aragón,Viajero,Residentes en el Extranjero,2021M04,6030.0
188,Aragón,Viajero,Residentes en el Extranjero,2021M03,6190.0
189,Aragón,Pernoctaciones,Total ,2021M05,190739.0
190,Aragón,Pernoctaciones,Total ,2021M04,143181.0
191,Aragón,Pernoctaciones,Total ,2021M03,120812.0
192,Aragón,Pernoctaciones,Residentes en España,2021M05,161359.0
193,Aragón,Pernoctaciones,Residentes en España,2021M04,125889.0
194,Aragón,Pernoctaciones,Residentes en España,2021M03,103192.0
195,Aragón,Pernoctaciones,Residentes en el Extranjero,2021M05,29380.0
196,Aragón,Pernoctaciones,Residentes en el Extranjero,2021M04,17292.0
197,Aragón,Pernoctaciones,Residentes en el Extranjero,2021M03,17620.0
198,Huesca,Viajero,Total ,2021M05,24505.0
199,Huesca,Viajero,Total ,2021M04,24896.0
200,Huesca,Viajero,Total ,2021M03,16993.0
201,Huesca,Viajero,Residentes en España,2021M05,21704.0
202,Huesca,Viajero,Residentes en España,2021M04,23554.0
203,Huesca,Viajero,Residentes en España,2021M03,15847.0
204,Huesca,Viajero,Residentes en el Extranjero,2021M05,2801.0
205,Huesca,Viajero,Residentes en el Extranjero,2021M04,1342.0
206,Huesca,Viajero,Residentes en el Extranjero,2021M03,1146.0
207,Huesca,Pernoctaciones,Total ,2021M05,48107.0
208,Huesca,Pernoctaciones,Total ,2021M04,51010.0
209,Huesca,Pernoctaciones,Total ,2021M03,32981.0
210,Huesca,Pernoctaciones,Residentes en España,2021M05,41240.0
211,Huesca,Pernoctaciones,Residentes en España,2021M04,46365.0
212,Huesca,Pernoctaciones,Residentes en España,2021M03,28243.0
213,Huesca,Pernoctaciones,Residentes en el Extranjero,2021M05,6867.0
214,Huesca,Pernoctaciones,Residentes en el Extranjero,2021M04,4645.0
215,Huesca,Pernoctaciones,Residentes en el Extranjero,2021M03,4738.0
216,Teruel,Viajero,Total ,2021M05,17961.0
217,Teruel,Viajero,Total ,2021M04,9521.0
218,Teruel,Viajero,Total ,2021M03,6899.0
219,Teruel,Viajero,Residentes en España,2021M05,16008.0
220,Teruel,Viajero,Residentes en España,2021M04,8671.0
221,Teruel,Viajero,Residentes en España,2021M03,6123.0
222,Teruel,Viajero,Residentes en el Extranjero,2021M05,1954.0
223,Teruel,Viajero,Residentes en el Extranjero,2021M04,850.0
224,Teruel,Viajero,Residentes en el Extranjero,2021M03,776.0
225,Teruel,Pernoctaciones,Total ,2021M05,31880.0
226,Teruel,Pernoctaciones,Total ,2021M04,18592.0
227,Teruel,Pernoctaciones,Total ,2021M03,14214.0
228,Teruel,Pernoctaciones,Residentes en España,2021M05,26451.0
229,Teruel,Pernoctaciones,Residentes en España,2021M04,15678.0
230,Teruel,Pernoctaciones,Residentes en España,2021M03,11628.0
231,Teruel,Pernoctaciones,Residentes en el Extranjero,2021M05,5429.0
232,Teruel,Pernoctaciones,Residentes en el Extranjero,2021M04,2914.0
233,Teruel,Pernoctaciones,Residentes en el Extranjero,2021M03,2586.0
234,Zaragoza,Viajero,Total ,2021M05,61646.0
235,Zaragoza,Viajero,Total ,2021M04,39323.0
236,Zaragoza,Viajero,Total ,2021M03,40354.0
237,Zaragoza,Viajero,Residentes en España,2021M05,53811.0
238,Zaragoza,Viajero,Residentes en España,2021M04,35486.0
239,Zaragoza,Viajero,Residentes en España,2021M03,36086.0
240,Zaragoza,Viajero,Residentes en el Extranjero,2021M05,7835.0
241,Zaragoza,Viajero,Residentes en el Extranjero,2021M04,3838.0
242,Zaragoza,Viajero,Residentes en el Extranjero,2021M03,4268.0
243,Zaragoza,Pernoctaciones,Total ,2021M05,110752.0
244,Zaragoza,Pernoctaciones,Total ,2021M04,73579.0
245,Zaragoza,Pernoctaciones,Total ,2021M03,73618.0
246,Zaragoza,Pernoctaciones,Residentes en España,2021M05,93669.0
247,Zaragoza,Pernoctaciones,Residentes en España,2021M04,63845.0
248,Zaragoza,Pernoctaciones,Residentes en España,2021M03,63322.0
249,Zaragoza,Pernoctaciones,Residentes en el Extranjero,2021M05,17084.0
250,Zaragoza,Pernoctaciones,Residentes en el Extranjero,2021M04,9734.0
251,Zaragoza,Pernoctaciones,Residentes en el Extranjero,2021M03,10296.0
252,"Asturias, Principado de",Viajero,Total ,2021M05,57485.0
253,"Asturias, Principado de",Viajero,Total ,2021M04,24039.0
254,"Asturias, Principado de",Viajero,Total ,2021M03,22056.0
255,"Asturias, Principado de",Viajero,Residentes en España,2021M05,53731.0
256,"Asturias, Principado de",Viajero,Residentes en España,2021M04,22616.0
257,"Asturias, Principado de",Viajero,Residentes en España,2021M03,20525.0
258,"Asturias, Principado de",Viajero,Residentes en el Extranjero,2021M05,3754.0
259,"Asturias, Principado de",Viajero,Residentes en el Extranjero,2021M04,1423.0
260,"Asturias, Principado de",Viajero,Residentes en el Extranjero,2021M03,1531.0
261,"Asturias, Principado de",Pernoctaciones,Total ,2021M05,106514.0
262,"Asturias, Principado de",Pernoctaciones,Total ,2021M04,48370.0
263,"Asturias, Principado de",Pernoctaciones,Total ,2021M03,44997.0
264,"Asturias, Principado de",Pernoctaciones,Residentes en España,2021M05,96787.0
265,"Asturias, Principado de",Pernoctaciones,Residentes en España,2021M04,43230.0
266,"Asturias, Principado de",Pernoctaciones,Residentes en España,2021M03,40721.0
267,"Asturias, Principado de",Pernoctaciones,Residentes en el Extranjero,2021M05,9727.0
268,"Asturias, Principado de",Pernoctaciones,Residentes en el Extranjero,2021M04,5140.0
269,"Asturias, Principado de",Pernoctaciones,Residentes en el Extranjero,2021M03,4276.0
270,Asturias,Viajero,Total ,2021M05,57485.0
271,Asturias,Viajero,Total ,2021M04,24039.0
272,Asturias,Viajero,Total ,2021M03,22056.0
273,Asturias,Viajero,Residentes en España,2021M05,53731.0
274,Asturias,Viajero,Residentes en España,2021M04,22616.0
275,Asturias,Viajero,Residentes en España,2021M03,20525.0
276,Asturias,Viajero,Residentes en el Extranjero,2021M05,3754.0
277,Asturias,Viajero,Residentes en el Extranjero,2021M04,1423.0
278,Asturias,Viajero,Residentes en el Extranjero,2021M03,1531.0
279,Asturias,Pernoctaciones,Total ,2021M05,106514.0
280,Asturias,Pernoctaciones,Total ,2021M04,48370.0
281,Asturias,Pernoctaciones,Total ,2021M03,44997.0
282,Asturias,Pernoctaciones,Residentes en España,2021M05,96787.0
283,Asturias,Pernoctaciones,Residentes en España,2021M04,43230.0
284,Asturias,Pernoctaciones,Residentes en España,2021M03,40721.0
285,Asturias,Pernoctaciones,Residentes en el Extranjero,2021M05,9727.0
286,Asturias,Pernoctaciones,Residentes en el Extranjero,2021M04,5140.0
287,Asturias,Pernoctaciones,Residentes en el Extranjero,2021M03,4276.0
288,"Balears, Illes",Viajero,Total ,2021M05,220486.0
289,"Balears, Illes",Viajero,Total ,2021M04,73347.0
290,"Balears, Illes",Viajero,Total ,2021M03,31237.0
291,"Balears, Illes",Viajero,Residentes en España,2021M05,59370.0
292,"Balears, Illes",Viajero,Residentes en España,2021M04,26370.0
293,"Balears, Illes",Viajero,Residentes en España,2021M03,15381.0
294,"Balears, Illes",Viajero,Residentes en el Extranjero,2021M05,161116.0
295,"Balears, Illes",Viajero,Residentes en el Extranjero,2021M04,46977.0
296,"Balears, Illes",Viajero,Residentes en el Extranjero,2021M03,15856.0
297,"Balears, Illes",Pernoctaciones,Total ,2021M05,910455.0
298,"Balears, Illes",Pernoctaciones,Total ,2021M04,272911.0
299,"Balears, Illes",Pernoctaciones,Total ,2021M03,92653.0
300,"Balears, Illes",Pernoctaciones,Residentes en España,2021M05,152835.0
301,"Balears, Illes",Pernoctaciones,Residentes en España,2021M04,56071.0
302,"Balears, Illes",Pernoctaciones,Residentes en España,2021M03,33418.0
303,"Balears, Illes",Pernoctaciones,Residentes en el Extranjero,2021M05,757620.0
304,"Balears, Illes",Pernoctaciones,Residentes en el Extranjero,2021M04,216840.0
305,"Balears, Illes",Pernoctaciones,Residentes en el Extranjero,2021M03,59235.0
306,"Balears, Illes",Viajero,Total ,2021M05,220486.0
307,"Balears, Illes",Viajero,Total ,2021M04,73347.0
308,"Balears, Illes",Viajero,Total ,2021M03,31237.0
309,"Balears, Illes",Viajero,Residentes en España,2021M05,59370.0
310,"Balears, Illes",Viajero,Residentes en España,2021M04,26370.0
311,"Balears, Illes",Viajero,Residentes en España,2021M03,15381.0
312,"Balears, Illes",Viajero,Residentes en el Extranjero,2021M05,161116.0
313,"Balears, Illes",Viajero,Residentes en el Extranjero,2021M04,46977.0
314,"Balears, Illes",Viajero,Residentes en el Extranjero,2021M03,15856.0
315,"Balears, Illes",Pernoctaciones,Total ,2021M05,910455.0
316,"Balears, Illes",Pernoctaciones,Total ,2021M04,272911.0
317,"Balears, Illes",Pernoctaciones,Total ,2021M03,92653.0
318,"Balears, Illes",Pernoctaciones,Residentes en España,2021M05,152835.0
319,"Balears, Illes",Pernoctaciones,Residentes en España,2021M04,56071.0
320,"Balears, Illes",Pernoctaciones,Residentes en España,2021M03,33418.0
321,"Balears, Illes",Pernoctaciones,Residentes en el Extranjero,2021M05,757620.0
322,"Balears, Illes",Pernoctaciones,Residentes en el Extranjero,2021M04,216840.0
323,"Balears, Illes",Pernoctaciones,Residentes en el Extranjero,2021M03,59235.0
324,Canarias,Viajero,Total ,2021M05,212378.0
325,Canarias,Viajero,Total ,2021M04,154748.0
326,Canarias,Viajero,Total ,2021M03,134020.0
327,Canarias,Viajero,Residentes en España,2021M05,125072.0
328,Canarias,Viajero,Residentes en España,2021M04,89041.0
329,Canarias,Viajero,Residentes en España,2021M03,78546.0
330,Canarias,Viajero,Residentes en el Extranjero,2021M05,87306.0
331,Canarias,Viajero,Residentes en el Extranjero,2021M04,65707.0
332,Canarias,Viajero,Residentes en el Extranjero,2021M03,55474.0
333,Canarias,Pernoctaciones,Total ,2021M05,857369.0
334,Canarias,Pernoctaciones,Total ,2021M04,618665.0
335,Canarias,Pernoctaciones,Total ,2021M03,530590.0
336,Canarias,Pernoctaciones,Residentes en España,2021M05,324304.0
337,Canarias,Pernoctaciones,Residentes en España,2021M04,227687.0
338,Canarias,Pernoctaciones,Residentes en España,2021M03,194863.0
339,Canarias,Pernoctaciones,Residentes en el Extranjero,2021M05,533065.0
340,Canarias,Pernoctaciones,Residentes en el Extranjero,2021M04,390978.0
341,Canarias,Pernoctaciones,Residentes en el Extranjero,2021M03,335727.0
342,"Palmas, Las",Viajero,Total ,2021M05,118486.0
343,"Palmas, Las",Viajero,Total ,2021M04,83745.0
344,"Palmas, Las",Viajero,Total ,2021M03,70156.0
345,"Palmas, Las",Viajero,Residentes en España,2021M05,68670.0
346,"Palmas, Las",Viajero,Residentes en España,2021M04,50344.0
347,"Palmas, Las",Viajero,Residentes en España,2021M03,40217.0
348,"Palmas, Las",Viajero,Residentes en el Extranjero,2021M05,49815.0
349,"Palmas, Las",Viajero,Residentes en el Extranjero,2021M04,33400.0
350,"Palmas, Las",Viajero,Residentes en el Extranjero,2021M03,29938.0
351,"Palmas, Las",Pernoctaciones,Total ,2021M05,520798.0
352,"Palmas, Las",Pernoctaciones,Total ,2021M04,360882.0
353,"Palmas, Las",Pernoctaciones,Total ,2021M03,303126.0
354,"Palmas, Las",Pernoctaciones,Residentes en España,2021M05,192610.0
355,"Palmas, Las",Pernoctaciones,Residentes en España,2021M04,138012.0
356,"Palmas, Las",Pernoctaciones,Residentes en España,2021M03,106246.0
357,"Palmas, Las",Pernoctaciones,Residentes en el Extranjero,2021M05,328188.0
358,"Palmas, Las",Pernoctaciones,Residentes en el Extranjero,2021M04,222870.0
359,"Palmas, Las",Pernoctaciones,Residentes en el Extranjero,2021M03,196880.0
360,Santa Cruz de Tenerife,Viajero,Total ,2021M05,93892.0
361,Santa Cruz de Tenerife,Viajero,Total ,2021M04,71003.0
362,Santa Cruz de Tenerife,Viajero,Total ,2021M03,63864.0
363,Santa Cruz de Tenerife,Viajero,Residentes en España,2021M05,56402.0
364,Santa Cruz de Tenerife,Viajero,Residentes en España,2021M04,38697.0
365,Santa Cruz de Tenerife,Viajero,Residentes en España,2021M03,38329.0
366,Santa Cruz de Tenerife,Viajero,Residentes en el Extranjero,2021M05,37490.0
367,Santa Cruz de Tenerife,Viajero,Residentes en el Extranjero,2021M04,32306.0
368,Santa Cruz de Tenerife,Viajero,Residentes en el Extranjero,2021M03,25536.0
369,Santa Cruz de Tenerife,Pernoctaciones,Total ,2021M05,336571.0
370,Santa Cruz de Tenerife,Pernoctaciones,Total ,2021M04,257784.0
371,Santa Cruz de Tenerife,Pernoctaciones,Total ,2021M03,227464.0
372,Santa Cruz de Tenerife,Pernoctaciones,Residentes en España,2021M05,131694.0
